,Unnamed: 0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,Unnamed: 0,target
11775412,11775412,2021-06-29 08:44:04.155125+00:00,x,y,2021-07-18 17:30:00+00:00,2021-07-18 19:30:00+00:00,gamma,True,20.0,2,c-6,11775412,9525.0
7415773,7415773,2021-05-21 17:52:35.621769+00:00,x,y,2021-05-22 05:00:00+00:00,2021-05-22 07:00:00+00:00,gamma,True,20.0,1,c-2,7415773,8025.0
13459531,13459531,2021-07-08 09:20:44.968685+00:00,x,y,2021-07-20 17:00:00+00:00,2021-07-20 18:59:00+00:00,gamma,True,20.0,1,c-6,13459531,7765.0
2367242,2367242,2021-03-01 05:43:57.171705+00:00,x,y,2021-03-01 13:30:00+00:00,2021-03-01 15:40:00+00:00,alpha,True,35.0,1,a-5,2367242,8027.0
15840311,15840311,2021-07-25 10:53:49.637302+00:00,x,y,2021-08-02 14:00:00+00:00,2021-08-02 16:00:00+00:00,gamma,True,20.0,2,c-4,15840311,11425.0
8603774,8603774,2021-06-03 13:56:36.016358+00:00,x,y,2021-06-15 11:00:00+00:00,2021-06-15 12:55:00+00:00,beta,True,20.0,0,b-69,8603774,10036.0
18753733,18753733,2021-08-12 19:41:41.273571+00:00,x,y,2021-08-22 13:00:00+00:00,2021-08-22 15:00:00+00:00,alpha,True,15.0,1,a-9,18753733,18945.0
14428685,14428685,2021-07-14 13:41:13.251504+00:00,x,y,2021-07-15 17:00:00+00:00,2021-07-15 18:59:00+00:00,gamma,True,20.0,1,c-6,14428685,13130.0
19610567,19610567,2021-08-17 11:35:17.113350+00:00,x,y,2021-08-31 04:00:00+00:00,2021-08-31 06:00:00+00:00,alpha,True,15.0,1,a-1,19610567,6810.0
15822288,15822288,2021-07-25 08:34:54.573462+00:00,x,y,2021-08-01 10:00:00+00:00,2021-08-01 12:00:00+00:00,alpha,True,15.0,1,a-7,15822288,14945.0
8655903,8655903,2021-06-04 03:10:08.062016+00:00,x,y,2021-06-13 17:00:00+00:00,2021-06-13 18:59:00+00:00,gamma,True,20.0,2,c-6,8655903,11900.0
10015903,10015903,2021-06-15 17:34:59.098197+00:00,x,y,2021-07-10 09:45:00+00:00,2021-07-10 11:45:00+00:00,gamma,True,20.0,1,c-2,10015903,6620.0
19801995,19801995,2021-08-18 12:01:30.478306+00:00,x,y,2021-08-22 05:00:00+00:00,2021-08-22 06:55:00+00:00,beta,True,40.0,0,b-1,19801995,18140.0
19246439,19246439,2021-08-15 12:04:25.801973+00:00,x,y,2021-08-31 14:00:00+00:00,2021-08-31 16:00:00+00:00,gamma,True,20.0,2,c-4,19246439,9525.0
4004642,4004642,2021-03-29 09:22:46.108163+00:00,x,y,2021-05-13 05:00:00+00:00,2021-05-13 07:00:00+00:00,gamma,True,20.0,2,c-2,4004642,10800.0
13495,13495,2020-12-31 16:36:56.880365+00:00,x,y,2021-01-27 05:15:00+00:00,2021-01-27 07:25:00+00:00,alpha,True,20.0,1,a-1,13495,10227.0
2541261,2541261,2021-03-03 15:31:03.327441+00:00,x,y,2021-05-04 05:00:00+00:00,2021-05-04 07:00:00+00:00,alpha,True,35.0,1,a-1,2541261,9235.0
12358388,12358388,2021-07-02 14:07:49.512809+00:00,x,y,2021-07-31 05:00:00+00:00,2021-07-31 06:55:00+00:00,beta,True,40.0,0,b-1,12358388,8140.0
2853963,2853963,2021-03-08 16:30:29.132750+00:00,x,y,2021-03-14 17:00:00+00:00,2021-03-14 18:59:00+00:00,gamma,True,20.0,1,c-6,2853963,7640.0
11696492,11696492,2021-06-28 18:11:50.596850+00:00,x,y,2021-07-15 11:00:00+00:00,2021-07-15 12:55:00+00:00,beta,True,40.0,0,b-69,11696492,9065.0
662466,662466,2021-01-20 01:03:14.700021+00:00,x,y,2021-02-04 16:00:00+00:00,2021-02-04 17:55:00+00:00,beta,True,20.0,0,b-19,662466,8718.0
10453600,10453600,2021-06-19 12:47:27.588489+00:00,x,y,2021-07-24 07:00:00+00:00,2021-07-24 09:00:00+00:00,alpha,True,15.0,1,a-5,10453600,9497.0
3893137,3893137,2021-03-26 20:24:25.258865+00:00,x,y,2021-04-03 05:00:00+00:00,2021-04-03 06:55:00+00:00,beta,True,20.0,0,b-1,3893137,8957.0
15939123,15939123,2021-07-26 04:30:00.422569+00:00,x,y,2021-07-26 16:00:00+00:00,2021-07-26 18:00:00+00:00,alpha,True,35.0,1,a-23,15939123,10545.0
1263491,1263491,2021-02-04 10:54:28.745381+00:00,x,y,2021-02-11 14:00:00+00:00,2021-02-11 15:55:00+00:00,beta,True,35.0,0,b-9,1263491,10386.0
17514386,17514386,2021-08-07 09:25:16.021484+00:00,x,y,2021-08-21 14:00:00+00:00,2021-08-21 16:00:00+00:00,gamma,True,20.0,2,c-4,17514386,10280.0
5581180,5581180,2021-04-26 10:13:20.246933+00:00,x,y,2021-04-29 05:00:00+00:00,2021-04-29 07:00:00+00:00,gamma,True,20.0,2,c-2,5581180,8390.0
1160204,1160204,2021-02-02 03:06:53.722865+00:00,x,y,2021-02-10 05:00:00+00:00,2021-02-10 06:55:00+00:00,beta,True,35.0,0,b-1,1160204,9522.0
18888409,18888409,2021-08-13 13:14:23.715074+00:00,x,y,2021-08-22 05:00:00+00:00,2021-08-22 06:55:00+00:00,beta,True,40.0,0,b-1,18888409,15800.0
10996796,10996796,2021-06-23 21:07:45.887430+00:00,x,y,2021-06-28 14:00:00+00:00,2021-06-28 16:00:00+00:00,gamma,True,20.0,2,c-4,10996796,10025.0
1386545,1386545,2021-02-07 15:17:02.069167+00:00,x,y,2021-03-07 14:00:00+00:00,2021-03-07 15:55:00+00:00,beta,True,35.0,0,b-9,1386545,9533.0
5700202,5700202,2021-04-27 22:06:24.127781+00:00,x,y,2021-06-23 13:30:00+00:00,2021-06-23 15:30:00+00:00,alpha,True,15.0,1,a-5,5700202,7796.0
10948365,10948365,2021-06-23 13:45:56.983231+00:00,x,y,2021-06-25 09:45:00+00:00,2021-06-25 11:45:00+00:00,gamma,True,20.0,2,c-2,10948365,8765.0
6210754,6210754,2021-05-05 09:23:29.104661+00:00,x,y,2021-05-08 11:00:00+00:00,2021-05-08 13:00:00+00:00,gamma,True,20.0,1,c-4,6210754,7390.0
16703988,16703988,2021-07-31 23:29:13.710059+00:00,x,y,2021-08-01 13:00:00+00:00,2021-08-01 15:00:00+00:00,alpha,True,35.0,1,a-9,16703988,12645.0
13833733,13833733,2021-07-10 16:50:13.681119+00:00,x,y,2021-07-19 14:00:00+00:00,2021-07-19 16:00:00+00:00,gamma,True,20.0,2,c-4,13833733,12545.0
12304930,12304930,2021-07-02 09:18:01.705965+00:00,x,y,2021-07-04 07:00:00+00:00,2021-07-04 09:00:00+00:00,alpha,True,15.0,1,a-5,12304930,12945.0
2426568,2426568,2021-03-01 19:02:35.379098+00:00,x,y,2021-03-05 05:00:00+00:00,2021-03-05 07:00:00+00:00,gamma,True,20.0,1,c-2,2426568,7390.0
6174117,6174117,2021-05-04 18:56:16.680976+00:00,x,y,2021-05-12 05:00:00+00:00,2021-05-12 07:00:00+00:00,gamma,True,20.0,1,c-2,6174117,9150.0
20065170,20065170,2021-08-19 21:24:50.435074+00:00,x,y,2021-08-20 17:40:00+00:00,2021-08-20 19:40:00+00:00,alpha,True,15.0,1,a-23,20065170,23895.0
19059989,19059989,2021-08-14 11:27:32.975845+00:00,x,y,2021-08-24 17:05:00+00:00,2021-08-24 19:05:00+00:00,omega,True,20.0,1,d-5,19059989,7950.0
7317219,7317219,2021-05-20 17:20:12.180558+00:00,x,y,2021-05-27 17:00:00+00:00,2021-05-27 18:59:00+00:00,gamma,True,20.0,1,c-6,7317219,8025.0
3850378,3850378,2021-03-26 04:55:36.814983+00:00,x,y,2021-04-01 11:00:00+00:00,2021-04-01 12:55:00+00:00,beta,True,20.0,0,b-69,3850378,8999.0
7281515,7281515,2021-05-20 10:14:19.238900+00:00,x,y,2021-05-21 13:00:00+00:00,2021-05-21 15:00:00+00:00,alpha,True,35.0,1,a-5,7281515,8027.0
12162012,12162012,2021-07-01 11:52:21.516845+00:00,x,y,2021-07-17 16:00:00+00:00,2021-07-17 18:00:00+00:00,alpha,True,15.0,1,a-23,12162012,11245.0
12336779,12336779,2021-07-02 12:01:48.655802+00:00,x,y,2021-07-23 13:00:00+00:00,2021-07-23 15:00:00+00:00,alpha,True,35.0,1,a-9,12336779,8381.0
17078236,17078236,2021-08-04 09:52:24.092560+00:00,x,y,2021-08-06 10:00:00+00:00,2021-08-06 12:00:00+00:00,gamma,True,20.0,2,c-2,17078236,7870.0
21291713,21291713,2021-08-28 05:20:00.300950+00:00,x,y,2021-12-03 11:00:00+00:00,2021-12-03 13:00:00+00:00,gamma,True,20.0,2,c-4,21291713,13560.0
7489255,7489255,2021-05-22 14:40:42.559689+00:00,x,y,2021-06-07 13:00:00+00:00,2021-06-07 15:00:00+00:00,alpha,True,15.0,1,a-5,7489255,7520.0
15203389,15203389,2021-07-20 11:07:28.068130+00:00,x,y,2021-07-30 11:00:00+00:00,2021-07-30 12:55:00+00:00,beta,True,40.0,0,b-69,15203389,15450.0
1209780,1209780,2021-02-03 06:25:25.673702+00:00,x,y,2021-02-22 05:00:00+00:00,2021-02-22 07:00:00+00:00,gamma,True,32.0,1,c-2,1209780,8900.0
7996231,7996231,2021-05-29 05:24:01.900333+00:00,x,y,2021-06-10 13:00:00+00:00,2021-06-10 15:00:00+00:00,alpha,True,35.0,1,a-5,7996231,8027.0
11802182,11802182,2021-06-29 11:13:59.399368+00:00,x,y,2021-07-11 07:00:00+00:00,2021-07-11 09:00:00+00:00,alpha,True,35.0,1,a-5,11802182,11072.0
4164168,4164168,2021-04-02 04:51:27.232219+00:00,x,y,2021-04-13 11:00:00+00:00,2021-04-13 13:00:00+00:00,gamma,True,20.0,1,c-4,4164168,9800.0
361983,361983,2021-01-11 05:41:59.354720+00:00,x,y,2021-01-29 11:00:00+00:00,2021-01-29 12:55:00+00:00,beta,False,20.0,0,b-69,361983,8697.0
11343302,11343302,2021-06-26 11:29:51.564956+00:00,x,y,2021-06-28 09:45:00+00:00,2021-06-28 11:45:00+00:00,gamma,True,20.0,2,c-2,11343302,22150.0
7327186,7327186,2021-05-20 18:57:21.949741+00:00,x,y,2021-06-26 05:00:00+00:00,2021-06-26 07:00:00+00:00,alpha,True,15.0,1,a-1,7327186,6531.0
16314338,16314338,2021-07-28 16:31:28.516791+00:00,x,y,2021-08-22 14:00:00+00:00,2021-08-22 15:55:00+00:00,beta,True,40.0,0,b-9,16314338,13140.0
16315993,16315993,2021-07-28 16:51:42.976142+00:00,x,y,2021-08-09 17:00:00+00:00,2021-08-09 18:59:00+00:00,gamma,True,20.0,1,c-6,16315993,7765.0
17918591,17918591,2021-08-09 10:10:26.459400+00:00,x,y,2021-08-10 13:00:00+00:00,2021-08-10 15:00:00+00:00,alpha,True,15.0,1,a-9,17918591,7524.0
14422728,14422728,2021-07-14 12:55:58.033188+00:00,x,y,2021-07-30 14:00:00+00:00,2021-07-30 16:00:00+00:00,gamma,True,20.0,2,c-4,14422728,12300.0
19899133,19899133,2021-08-18 22:35:21.662900+00:00,x,y,2021-08-26 13:00:00+00:00,2021-08-26 15:00:00+00:00,alpha,True,15.0,1,a-9,19899133,8300.0
926131,926131,2021-01-27 08:32:32.022160+00:00,x,y,2021-02-01 11:00:00+00:00,2021-02-01 12:55:00+00:00,beta,True,35.0,0,b-69,926131,9564.0
742854,742854,2021-01-22 07:40:39.452436+00:00,x,y,2021-02-05 05:15:00+00:00,2021-02-05 07:25:00+00:00,alpha,True,0.0,0,a-1,742854,8739.0
17193526,17193526,2021-08-05 07:43:49.048366+00:00,x,y,2021-08-14 17:00:00+00:00,2021-08-14 18:59:00+00:00,gamma,True,20.0,1,c-6,17193526,6870.0
3808100,3808100,2021-03-25 08:16:46.215724+00:00,x,y,2021-03-30 17:00:00+00:00,2021-03-30 18:59:00+00:00,gamma,True,20.0,2,c-6,3808100,10800.0
5482144,5482144,2021-04-25 04:08:46.378481+00:00,x,y,2021-05-12 14:00:00+00:00,2021-05-12 15:55:00+00:00,beta,True,20.0,0,b-9,5482144,6765.0
3570584,3570584,2021-03-20 05:35:09.493842+00:00,x,y,2021-03-26 14:00:00+00:00,2021-03-26 15:55:00+00:00,beta,True,20.0,0,b-9,3570584,9615.0
14487930,14487930,2021-07-14 22:02:16.073975+00:00,x,y,2021-07-23 09:00:00+00:00,2021-07-23 11:00:00+00:00,alpha,True,15.0,1,a-5,14487930,11245.0
2851766,2851766,2021-03-08 15:58:41.416572+00:00,x,y,2021-03-15 14:00:00+00:00,2021-03-15 15:55:00+00:00,beta,True,40.0,0,b-9,2851766,7895.0
21057881,21057881,2021-08-26 10:57:26.240348+00:00,x,y,2021-09-25 17:00:00+00:00,2021-09-25 18:59:00+00:00,gamma,True,20.0,2,c-6,21057881,7870.0
3614494,3614494,2021-03-21 01:41:51.415376+00:00,x,y,2021-03-31 15:30:00+00:00,2021-03-31 17:30:00+00:00,alpha,True,35.0,1,a-7,3614494,10799.0
7373461,7373461,2021-05-21 09:53:23.773052+00:00,x,y,2021-05-28 13:00:00+00:00,2021-05-28 15:00:00+00:00,alpha,True,15.0,1,a-5,7373461,7520.0
4390324,4390324,2021-04-08 07:52:18.199740+00:00,x,y,2021-04-17 11:00:00+00:00,2021-04-17 13:00:00+00:00,gamma,True,20.0,1,c-4,4390324,8650.0
15679521,15679521,2021-07-24 06:33:20.075092+00:00,x,y,2021-08-03 17:00:00+00:00,2021-08-03 18:59:00+00:00,gamma,True,20.0,2,c-6,15679521,10000.0
11369658,11369658,2021-06-26 15:17:56.989246+00:00,x,y,2021-06-28 09:45:00+00:00,2021-06-28 11:45:00+00:00,gamma,True,20.0,2,c-2,11369658,12800.0
14546566,14546566,2021-07-15 10:28:36.134192+00:00,x,y,2021-07-31 17:00:00+00:00,2021-07-31 18:59:00+00:00,gamma,True,20.0,1,c-6,14546566,13130.0
15052661,15052661,2021-07-19 07:36:52.798666+00:00,x,y,2021-07-27 04:00:00+00:00,2021-07-27 06:00:00+00:00,alpha,True,15.0,1,a-1,15052661,11245.0
284502,284502,2021-01-08 16:29:02.308699+00:00,x,y,2021-01-31 13:00:00+00:00,2021-01-31 15:00:00+00:00,alpha,True,0.0,0,a-5,284502,8739.0
19305422,19305422,2021-08-15 17:49:20.545707+00:00,x,y,2021-08-18 10:00:00+00:00,2021-08-18 12:00:00+00:00,gamma,True,20.0,1,c-2,19305422,8525.0
3036745,3036745,2021-03-11 10:00:39.762024+00:00,x,y,2021-03-22 17:00:00+00:00,2021-03-22 18:59:00+00:00,gamma,True,20.0,1,c-6,3036745,9800.0
14670816,14670816,2021-07-16 08:39:19.658932+00:00,x,y,2021-07-25 05:00:00+00:00,2021-07-25 06:55:00+00:00,beta,True,40.0,0,b-1,14670816,17630.0
2766025,2766025,2021-03-07 08:50:38.467403+00:00,x,y,2021-03-30 13:30:00+00:00,2021-03-30 15:30:00+00:00,alpha,True,35.0,1,a-5,2766025,8027.0
5714891,5714891,2021-04-28 05:52:08.293343+00:00,x,y,2021-05-17 05:00:00+00:00,2021-05-17 07:00:00+00:00,alpha,True,15.0,1,a-1,5714891,8815.0
20389231,20389231,2021-08-21 22:03:47.524700+00:00,x,y,2021-08-26 05:00:00+00:00,2021-08-26 06:55:00+00:00,beta,True,40.0,0,b-1,20389231,9380.0
19822264,19822264,2021-08-18 14:14:29.630482+00:00,x,y,2021-08-24 10:00:00+00:00,2021-08-24 12:00:00+00:00,alpha,True,15.0,1,a-7,19822264,11245.0
1435640,1435640,2021-02-08 19:29:16.473494+00:00,x,y,2021-02-09 16:00:00+00:00,2021-02-09 18:10:00+00:00,alpha,True,0.0,0,a-7,1435640,8739.0
21257176,21257176,2021-08-27 18:54:05.775191+00:00,x,y,2021-08-28 10:00:00+00:00,2021-08-28 12:00:00+00:00,gamma,True,20.0,2,c-2,21257176,14130.0
17220286,17220286,2021-08-05 11:07:44.281972+00:00,x,y,2021-08-21 10:35:00+00:00,2021-08-21 12:35:00+00:00,omega,True,20.0,1,d-3,17220286,11100.0
14271664,14271664,2021-07-13 13:56:57.108648+00:00,x,y,2021-07-29 05:00:00+00:00,2021-07-29 06:55:00+00:00,beta,True,40.0,0,b-1,14271664,8190.0
17069871,17069871,2021-08-04 08:36:19.179707+00:00,x,y,2021-08-21 04:00:00+00:00,2021-08-21 06:00:00+00:00,alpha,True,15.0,1,a-1,17069871,6810.0
17735205,17735205,2021-08-08 11:49:46.526888+00:00,x,y,2021-08-09 13:45:00+00:00,2021-08-09 15:40:00+00:00,beta,True,40.0,0,b-69,17735205,18080.0
9064281,9064281,2021-06-08 06:11:56.793976+00:00,x,y,2021-07-14 07:00:00+00:00,2021-07-14 09:00:00+00:00,alpha,True,35.0,1,a-5,9064281,9707.0
15679364,15679364,2021-07-24 06:31:33.632986+00:00,x,y,2021-07-30 17:00:00+00:00,2021-07-30 18:59:00+00:00,gamma,True,20.0,1,c-6,15679364,10285.0
10333853,10333853,2021-06-18 13:24:32.140570+00:00,x,y,2021-06-28 04:00:00+00:00,2021-06-28 06:00:00+00:00,alpha,True,15.0,1,a-1,10333853,6531.0
7804832,7804832,2021-05-26 13:11:42.726531+00:00,x,y,2021-06-16 11:00:00+00:00,2021-06-16 12:55:00+00:00,beta,True,20.0,0,b-69,7804832,7416.0
14240013,14240013,2021-07-13 10:06:15.691002+00:00,x,y,2021-07-25 05:00:00+00:00,2021-07-25 06:55:00+00:00,beta,True,40.0,0,b-1,14240013,17610.0
14053209,14053209,2021-07-12 05:49:09.142753+00:00,x,y,2021-07-19 09:45:00+00:00,2021-07-19 11:45:00+00:00,gamma,True,20.0,2,c-2,14053209,11040.0
18021484,18021484,2021-08-09 17:59:59.050597+00:00,x,y,2021-09-07 04:00:00+00:00,2021-09-07 06:00:00+00:00,alpha,True,15.0,1,a-1,18021484,6810.0
8393370,8393370,2021-06-01 15:42:51.855330+00:00,x,y,2021-06-07 04:00:00+00:00,2021-06-07 06:00:00+00:00,alpha,True,35.0,1,a-1,8393370,9707.0
21754235,21754235,2021-08-31 18:40:01.894158+00:00,x,y,2021-09-05 11:00:00+00:00,2021-09-05 12:55:00+00:00,beta,True,40.0,0,b-69,21754235,16050.0
2707340,2707340,2021-03-06 07:42:06.638413+00:00,x,y,2021-03-07 11:00:00+00:00,2021-03-07 13:00:00+00:00,gamma,True,20.0,1,c-4,2707340,10665.0
6275377,6275377,2021-05-06 08:03:43.801756+00:00,x,y,2021-05-11 11:00:00+00:00,2021-05-11 13:00:00+00:00,gamma,True,20.0,1,c-4,6275377,7390.0
13694732,13694732,2021-07-09 17:57:22.692982+00:00,x,y,2021-07-22 17:00:00+00:00,2021-07-22 18:59:00+00:00,gamma,True,20.0,1,c-6,13694732,7765.0
16494237,16494237,2021-07-30 06:59:42.617134+00:00,x,y,2021-08-06 05:00:00+00:00,2021-08-06 06:55:00+00:00,beta,True,40.0,0,b-1,16494237,9270.0
14117312,14117312,2021-07-12 13:01:29.174258+00:00,x,y,2021-07-29 16:00:00+00:00,2021-07-29 18:00:00+00:00,alpha,True,35.0,1,a-23,14117312,14645.0
19591913,19591913,2021-08-17 09:35:46.818216+00:00,x,y,2021-08-23 16:00:00+00:00,2021-08-23 18:00:00+00:00,alpha,True,15.0,1,a-23,19591913,14945.0
14586912,14586912,2021-07-15 15:24:46.582140+00:00,x,y,2021-08-07 10:00:00+00:00,2021-08-07 12:00:00+00:00,alpha,True,35.0,1,a-7,14586912,12645.0
21224570,21224570,2021-08-27 14:28:50.191555+00:00,x,y,2021-09-10 17:00:00+00:00,2021-09-10 18:59:00+00:00,gamma,True,20.0,2,c-6,21224570,7870.0
12258098,12258098,2021-07-02 04:21:14.379246+00:00,x,y,2021-07-10 04:00:00+00:00,2021-07-10 06:00:00+00:00,alpha,True,35.0,1,a-1,12258098,10545.0
21732740,21732740,2021-08-31 16:08:05.794282+00:00,x,y,2021-09-04 13:00:00+00:00,2021-09-04 15:00:00+00:00,alpha,True,15.0,1,a-9,21732740,11245.0
8130338,8130338,2021-05-30 12:44:06.241017+00:00,x,y,2021-06-02 05:00:00+00:00,2021-06-02 06:55:00+00:00,beta,True,20.0,0,b-1,8130338,10088.0
15207163,15207163,2021-07-20 11:40:50.125973+00:00,x,y,2021-07-21 13:00:00+00:00,2021-07-21 15:00:00+00:00,alpha,True,35.0,1,a-9,15207163,6810.0
18438101,18438101,2021-08-11 10:39:37.480265+00:00,x,y,2021-08-23 13:00:00+00:00,2021-08-23 15:00:00+00:00,alpha,True,15.0,1,a-9,18438101,9045.0
18111899,18111899,2021-08-10 06:07:44.319304+00:00,x,y,2021-08-12 04:40:00+00:00,2021-08-12 06:40:00+00:00,omega,True,20.0,1,d-1,18111899,6870.0
9557442,9557442,2021-06-12 13:59:11.355822+00:00,x,y,2021-06-23 16:00:00+00:00,2021-06-23 18:00:00+00:00,alpha,True,35.0,1,a-23,9557442,7124.0
10414554,10414554,2021-06-19 07:04:15.905678+00:00,x,y,2021-07-17 04:00:00+00:00,2021-07-17 06:00:00+00:00,alpha,True,15.0,1,a-1,10414554,6531.0
13948128,13948128,2021-07-11 11:17:15.599333+00:00,x,y,2021-08-22 17:00:00+00:00,2021-08-22 18:59:00+00:00,gamma,True,20.0,1,c-6,13948128,12560.0
12558296,12558296,2021-07-03 14:27:56.441770+00:00,x,y,2021-07-06 09:45:00+00:00,2021-07-06 11:45:00+00:00,gamma,True,20.0,2,c-2,12558296,15065.0
21067986,21067986,2021-08-26 12:18:37.535022+00:00,x,y,2021-08-26 17:00:00+00:00,2021-08-26 18:59:00+00:00,gamma,True,20.0,2,c-6,21067986,11900.0
8115823,8115823,2021-05-30 10:48:00.052925+00:00,x,y,2021-06-04 05:00:00+00:00,2021-06-04 07:00:00+00:00,gamma,True,20.0,1,c-2,8115823,10900.0
12948221,12948221,2021-07-05 13:53:50.001535+00:00,x,y,2021-08-12 05:00:00+00:00,2021-08-12 06:55:00+00:00,beta,True,40.0,0,b-1,12948221,8140.0
15656737,15656737,2021-07-24 00:24:16.754792+00:00,x,y,2021-07-25 04:00:00+00:00,2021-07-25 06:00:00+00:00,alpha,True,35.0,1,a-1,15656737,14645.0
8329270,8329270,2021-06-01 06:15:56.796198+00:00,x,y,2021-06-11 05:00:00+00:00,2021-06-11 07:00:00+00:00,alpha,True,35.0,1,a-1,8329270,9707.0
5985505,5985505,2021-05-02 03:42:25.393343+00:00,x,y,2021-05-09 11:00:00+00:00,2021-05-09 13:00:00+00:00,gamma,True,20.0,1,c-4,5985505,9800.0
13404477,13404477,2021-07-07 22:23:29.336035+00:00,x,y,2021-07-12 16:00:00+00:00,2021-07-12 18:00:00+00:00,alpha,True,15.0,1,a-23,13404477,14945.0
971564,971564,2021-01-28 10:08:56.968997+00:00,x,y,2021-02-03 17:00:00+00:00,2021-02-03 18:59:00+00:00,gamma,True,0.0,0,c-6,971564,8525.0
13102498,13102498,2021-07-06 10:15:54.769524+00:00,x,y,2021-07-14 07:00:00+00:00,2021-07-14 09:00:00+00:00,alpha,True,15.0,1,a-5,13102498,14945.0
11910636,11910636,2021-06-30 03:59:15.713690+00:00,x,y,2021-09-10 11:00:00+00:00,2021-09-10 12:55:00+00:00,beta,True,20.0,0,b-69,11910636,6396.0
15678499,15678499,2021-07-24 06:19:32.497796+00:00,x,y,2021-07-25 17:00:00+00:00,2021-07-25 18:55:00+00:00,beta,True,40.0,0,b-319,15678499,17760.0
1068055,1068055,2021-01-30 18:38:03.119736+00:00,x,y,2021-02-12 05:00:00+00:00,2021-02-12 07:00:00+00:00,gamma,True,32.0,1,c-2,1068055,9405.0
1479199,1479199,2021-02-09 20:44:22.565882+00:00,x,y,2021-02-28 05:00:00+00:00,2021-02-28 06:55:00+00:00,beta,True,35.0,0,b-1,1479199,9522.0
5630563,5630563,2021-04-26 23:45:36.142609+00:00,x,y,2021-05-07 14:00:00+00:00,2021-05-07 15:55:00+00:00,beta,True,40.0,0,b-9,5630563,9684.0
18511013,18511013,2021-08-11 16:57:21.377955+00:00,x,y,2021-09-12 16:00:00+00:00,2021-09-12 18:00:00+00:00,alpha,True,15.0,1,a-23,18511013,6810.0
9440447,9440447,2021-06-11 18:49:08.073721+00:00,x,y,2021-06-21 05:00:00+00:00,2021-06-21 06:55:00+00:00,beta,True,20.0,0,b-1,9440447,10088.0
6491722,6491722,2021-05-09 15:08:04.541243+00:00,x,y,2021-05-23 05:00:00+00:00,2021-05-23 07:00:00+00:00,alpha,True,15.0,1,a-1,6491722,7796.0
12771239,12771239,2021-07-04 16:06:04.208847+00:00,x,y,2021-07-07 14:00:00+00:00,2021-07-07 16:00:00+00:00,gamma,True,20.0,2,c-4,12771239,12300.0
16139936,16139936,2021-07-27 10:48:45.463928+00:00,x,y,2021-08-11 05:00:00+00:00,2021-08-11 06:55:00+00:00,beta,True,20.0,0,b-1,16139936,6490.0
16043481,16043481,2021-07-26 17:15:47.677800+00:00,x,y,2021-07-31 16:00:00+00:00,2021-07-31 18:00:00+00:00,alpha,True,35.0,1,a-23,16043481,14645.0
1645816,1645816,2021-02-13 20:53:18.865742+00:00,x,y,2021-03-19 16:00:00+00:00,2021-03-19 18:10:00+00:00,alpha,True,15.0,1,a-7,1645816,12495.0
215761,215761,2021-01-06 15:03:55.276909+00:00,x,y,2021-01-09 11:00:00+00:00,2021-01-09 12:55:00+00:00,beta,False,40.0,0,b-69,215761,11731.0
6427847,6427847,2021-05-08 16:17:47.689997+00:00,x,y,2021-05-14 17:00:00+00:00,2021-05-14 18:59:00+00:00,gamma,True,20.0,2,c-6,6427847,8390.0
17254380,17254380,2021-08-05 15:23:18.289292+00:00,x,y,2021-08-11 05:00:00+00:00,2021-08-11 06:55:00+00:00,beta,True,20.0,0,b-1,17254380,6550.0
14943423,14943423,2021-07-18 09:59:46.089530+00:00,x,y,2021-07-28 16:00:00+00:00,2021-07-28 18:00:00+00:00,alpha,True,15.0,1,a-23,14943423,11245.0
14725539,14725539,2021-07-16 15:37:18.247397+00:00,x,y,2021-07-27 17:00:00+00:00,2021-07-27 18:59:00+00:00,gamma,True,20.0,1,c-6,14725539,10285.0
3835158,3835158,2021-03-25 18:08:13.818949+00:00,x,y,2021-03-28 13:30:00+00:00,2021-03-28 15:30:00+00:00,alpha,True,15.0,1,a-5,3835158,10799.0
762261,762261,2021-01-22 17:13:17.284453+00:00,x,y,2021-01-27 13:00:00+00:00,2021-01-27 15:00:00+00:00,alpha,True,0.0,0,a-5,762261,8739.0
14835503,14835503,2021-07-17 12:12:35.811676+00:00,x,y,2021-08-14 13:00:00+00:00,2021-08-14 15:00:00+00:00,alpha,True,35.0,1,a-9,14835503,12645.0
5475463,5475463,2021-04-25 00:27:46.689166+00:00,x,y,2021-05-24 15:30:00+00:00,2021-05-24 17:30:00+00:00,alpha,True,35.0,1,a-7,5475463,8290.0
14834494,14834494,2021-07-17 12:02:32.315111+00:00,x,y,2021-08-01 17:00:00+00:00,2021-08-01 18:59:00+00:00,gamma,True,20.0,2,c-6,14834494,21365.0
13868427,13868427,2021-07-10 20:55:03.662516+00:00,x,y,2021-07-24 09:45:00+00:00,2021-07-24 11:45:00+00:00,gamma,True,20.0,1,c-2,13868427,12560.0
17218321,17218321,2021-08-05 10:53:04.095949+00:00,x,y,2021-08-06 17:00:00+00:00,2021-08-06 18:59:00+00:00,gamma,True,20.0,1,c-6,17218321,6870.0
13939838,13939838,2021-07-11 10:29:32.376677+00:00,x,y,2021-07-21 10:00:00+00:00,2021-07-21 12:00:00+00:00,alpha,True,15.0,1,a-7,13939838,9045.0
9289259,9289259,2021-06-10 09:48:02.136968+00:00,x,y,2021-06-26 11:00:00+00:00,2021-06-26 12:55:00+00:00,beta,True,20.0,0,b-69,9289259,10078.0
